Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample_Name,SRA Study,Submitter_Id,create_date,version,Library Name,sample_source
ERR8609789,OTHER,199,1576875855,PRJEB49334,SAMEA12999984,781933411,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276474,SAMEA12999984,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA12999984,MBH059,ERP133829,MBH059,2022-03-07T18:41:00Z,1,MBH059,
ERR8609790,OTHER,199,7281579413,PRJEB49334,SAMEA12999985,3603247219,GENOME INSTITRUTE OF SINGAPORE,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276475,SAMEA12999985,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA12999985,MBH060,ERP133829,MBH060,2022-03-07T18:01:00Z,1,MBH060,
ERR8609791,OTHER,199,3181600265,PRJEB49334,SAMEA12999986,1592109269,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276476,SAMEA12999986,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA12999986,MBH061,ERP133829,MBH061,2022-03-21T12:31:00Z,1,MBH061,
ERR8609792,OTHER,199,3786430438,PRJEB49334,SAMEA12999987,1878982145,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276477,SAMEA12999987,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA12999987,MBH062,ERP133829,MBH062,2022-03-21T12:14:00Z,1,MBH062,
ERR8609793,OTHER,199,3180490834,PRJEB49334,SAMEA12999988,1497031524,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276478,SAMEA12999988,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA12999988,MBH063,ERP133829,MBH063,2022-03-21T13:08:00Z,1,MBH063,
ERR8609794,OTHER,199,2508705037,PRJEB49334,SAMEA12999989,1187139960,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276479,SAMEA12999989,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA12999989,MBH064,ERP133829,MBH064,2022-03-21T12:29:00Z,1,MBH064,
ERR8609795,OTHER,199,2592840193,PRJEB49334,SAMEA12999990,1230623954,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276480,SAMEA12999990,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA12999990,MBH065,ERP133829,MBH065,2022-03-07T18:43:00Z,1,MBH065,
ERR8609796,OTHER,199,3379046445,PRJEB49334,SAMEA12999991,1578011764,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276481,SAMEA12999991,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA12999991,MBH066,ERP133829,MBH066,2022-03-07T18:43:00Z,1,MBH066,
ERR8609797,OTHER,199,2543312719,PRJEB49334,SAMEA12999992,1197568823,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276482,SAMEA12999992,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA12999992,MBH067,ERP133829,MBH067,2022-03-07T17:47:00Z,1,MBH067,
ERR8609798,OTHER,199,5634002288,PRJEB49334,SAMEA12999993,2665531487,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276483,SAMEA12999993,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA12999993,MBH068,ERP133829,MBH068,2022-03-21T12:22:00Z,1,MBH068,
ERR8609799,OTHER,199,5341447536,PRJEB49334,SAMEA12999994,2496964213,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276484,SAMEA12999994,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA12999994,MBH069,ERP133829,MBH069,2022-03-21T13:10:00Z,1,MBH069,
ERR8609800,OTHER,199,3370709609,PRJEB49334,SAMEA12999995,1579283072,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276485,SAMEA12999995,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA12999995,MBH070,ERP133829,MBH070,2022-03-21T12:30:00Z,1,MBH070,
ERR8609801,OTHER,199,4269369182,PRJEB49334,SAMEA12999996,2021700389,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276486,SAMEA12999996,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA12999996,MBH071,ERP133829,MBH071,2022-03-21T13:03:00Z,1,MBH071,
ERR8609802,OTHER,199,4171384474,PRJEB49334,SAMEA12999997,2033531113,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276487,SAMEA12999997,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA12999997,MBH072,ERP133829,MBH072,2022-03-21T12:15:00Z,1,MBH072,
ERR8609803,OTHER,199,6091238153,PRJEB49334,SAMEA12999998,2963955189,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276488,SAMEA12999998,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA12999998,MBH073,ERP133829,MBH073,2022-03-21T13:27:00Z,1,MBH073,
ERR8609804,OTHER,199,4047871350,PRJEB49334,SAMEA12999999,1941422833,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276489,SAMEA12999999,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA12999999,MBH074,ERP133829,MBH074,2022-03-21T12:18:00Z,1,MBH074,
ERR8609805,OTHER,199,5511599004,PRJEB49334,SAMEA13000000,2673301805,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276490,SAMEA13000000,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000000,MBH075,ERP133829,MBH075,2022-03-21T13:14:00Z,1,MBH075,
ERR8609806,OTHER,199,20591444099,PRJEB49334,SAMEA13000001,9814758704,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276491,SAMEA13000001,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000001,MBH076,ERP133829,MBH076,2022-03-07T19:09:00Z,1,MBH076,
ERR8609807,OTHER,199,8783245120,PRJEB49334,SAMEA13000002,4278955008,GENOME INSTITRUTE OF SINGAPORE,public,fastq,s3,s3.us-east-1,2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276492,SAMEA13000002,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000002,MBH077,ERP133829,MBH077,,,MBH077,
ERR8609808,OTHER,199,12251905489,PRJEB49334,SAMEA13000003,5834839461,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276493,SAMEA13000003,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000003,MBH078,ERP133829,MBH078,2022-03-07T19:02:00Z,1,MBH078,
ERR8609809,OTHER,199,4648189903,PRJEB49334,SAMEA13000004,2259862813,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276494,SAMEA13000004,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000004,MBH079,ERP133829,MBH079,2022-03-07T19:44:00Z,1,MBH079,
ERR8609810,OTHER,199,9009128720,PRJEB49334,SAMEA13000005,4281405902,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276495,SAMEA13000005,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000005,MBH080,ERP133829,MBH080,2022-03-07T18:58:00Z,1,MBH080,
ERR8609811,OTHER,199,11760319422,PRJEB49334,SAMEA13000006,5511631172,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276496,SAMEA13000006,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000006,MBH081,ERP133829,MBH081,2022-03-07T19:02:00Z,1,MBH081,
ERR8609812,OTHER,199,5569890481,PRJEB49334,SAMEA13000007,2621549681,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276497,SAMEA13000007,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000007,MBH082,ERP133829,MBH082,2022-03-21T13:13:00Z,1,MBH082,
ERR8609813,OTHER,199,12228150322,PRJEB49334,SAMEA13000008,5689341450,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276498,SAMEA13000008,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000008,MBH083,ERP133829,MBH083,2022-03-07T18:58:00Z,1,MBH083,
ERR8609814,OTHER,199,11010659870,PRJEB49334,SAMEA13000009,5093343690,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276499,SAMEA13000009,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000009,MBH084,ERP133829,MBH084,2022-03-07T18:55:00Z,1,MBH084,
ERR8609815,OTHER,199,5588670138,PRJEB49334,SAMEA13000010,2593383531,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276500,SAMEA13000010,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000010,MBH085,ERP133829,MBH085,2022-03-07T19:47:00Z,1,MBH085,
ERR8609816,OTHER,199,4474447458,PRJEB49334,SAMEA13000011,2113550214,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276501,SAMEA13000011,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000011,MBH086,ERP133829,MBH086,2022-03-21T13:04:00Z,1,MBH086,
ERR8609817,OTHER,199,12121350717,PRJEB49334,SAMEA13000012,5637591211,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276502,SAMEA13000012,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000012,MBH087,ERP133829,MBH087,2022-03-07T19:08:00Z,1,MBH087,
ERR8609818,OTHER,199,5474059554,PRJEB49334,SAMEA13000013,2579718991,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276503,SAMEA13000013,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000013,MBH088,ERP133829,MBH088,2022-03-21T13:09:00Z,1,MBH088,
ERR8609819,OTHER,199,9506146963,PRJEB49334,SAMEA13000014,4457334359,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276504,SAMEA13000014,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000014,MBH089,ERP133829,MBH089,2022-03-07T19:01:00Z,1,MBH089,
ERR8609820,OTHER,199,7088115084,PRJEB49334,SAMEA13000015,3407491263,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276505,SAMEA13000015,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000015,MBH090,ERP133829,MBH090,2022-03-07T18:52:00Z,1,MBH090,
ERR8609821,OTHER,199,6015611671,PRJEB49334,SAMEA13000016,2880603646,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276506,SAMEA13000016,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000016,MBH091,ERP133829,MBH091,2022-03-07T20:52:00Z,1,MBH091,
ERR8609822,OTHER,199,6079464228,PRJEB49334,SAMEA13000017,2921896436,GENOME INSTITRUTE OF SINGAPORE,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276507,SAMEA13000017,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000017,MBH092,ERP133829,MBH092,2022-03-21T13:11:00Z,1,MBH092,
ERR8609823,OTHER,199,4544044997,PRJEB49334,SAMEA13000018,2209544353,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276508,SAMEA13000018,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000018,MBH093,ERP133829,MBH093,2022-03-21T13:01:00Z,1,MBH093,
ERR8609824,OTHER,199,5679639842,PRJEB49334,SAMEA13000019,2715801419,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276509,SAMEA13000019,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000019,MBH094,ERP133829,MBH094,2022-03-07T20:48:00Z,1,MBH094,
ERR8609825,OTHER,199,4144711271,PRJEB49334,SAMEA13000020,2029026674,GENOME INSTITRUTE OF SINGAPORE,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276510,SAMEA13000020,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000020,MBH095,ERP133829,MBH095,2022-03-21T13:12:00Z,1,MBH095,
ERR8609826,OTHER,199,29745866665,PRJEB49334,SAMEA13000021,14303012907,GENOME INSTITRUTE OF SINGAPORE,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276511,SAMEA13000021,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000021,MBH096,ERP133829,MBH096,2022-03-07T19:45:00Z,1,MBH096,
ERR8609827,OTHER,199,3738312935,PRJEB49334,SAMEA13000022,1802266221,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276512,SAMEA13000022,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000022,MBH097,ERP133829,MBH097,2022-03-07T19:43:00Z,1,MBH097,
ERR8609828,OTHER,199,12845713000,PRJEB49334,SAMEA13000023,6158270452,GENOME INSTITRUTE OF SINGAPORE,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2022-02-17,2022-02-17,2022-02-17,2022-02-17,ERX8276513,SAMEA13000023,GENOME INSTITRUTE OF SINGAPORE,GENOME INSTITRUTE OF SINGAPORE,2022-02-17T08:41:48Z,2022-02-17T08:41:48Z,public,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2022-02-18T00:00:00Z,SAMEA13000023,MBH098,ERP133829,MBH098,2022-03-07T19:11:00Z,1,MBH098,
